,SMAPE,MASE,OWA,MAE,RMSE
Q2818,74.4764411277637,11.48295273990082,4.388000477597441,9495.311223632812,9735.218741256724
Q2819,69.84473397341083,11.483129761374212,22.018154311469917,8990.45504296875,9010.33887656515
Q2820,125.8148187611284,11.074546136643963,5.010309463249486,4610.068595581054,4692.877029619195
Q2821,76.8192138167826,2.96091283488311,4.248535689785462,1001.440330078125,1066.212543295798
Q2822,23.65507680366888,1.0825904113489129,1.0718739161730158,464.6253356933594,618.8247314362785
Q2823,46.4106056027283,5.222993784279458,2.14831654210245,3531.174560546875,3958.2623352830624
Q2824,10.091592864023882,0.7822656345175656,0.9860193729285622,135.4176396484375,160.81969569828243
Q2825,19.56370126269344,0.9778920437957952,2.0277726180682487,340.7768096923828,371.1579244389636
Q2826,27.06541891215901,4.43442712275706,8.493423690188434,258.09570861816405,259.3629677254221
Q2827,62.25991835517736,14.391399183933563,3.013571019667366,7813.7587890625,8093.934670076517
Q2828,13.095964704777735,0.9843819277412986,2.369452682443004,159.97276306152344,169.75664131563477
Q2829,43.15598312730731,6.674377602448878,2.3332774047101896,1129.2808532714844,1179.2812143059434
Q2830,76.09683631337766,8.20528045358872,4.483644463007967,1221.8949588012697,1233.4173587951552
Q2831,75.25059307531477,0.9047714997345124,6.8159202474435965,840.4985809326172,844.8851558482421
Q2832,24.46954476784584,1.8227798630403835,1.7885362473439277,2853.204467773437,3357.599553717452
Q2833,37.537753164116886,12.176119802035076,31.2852374105871,808.6582641601562,808.9128016814144
Q2834,121.85742144350787,18.156823567645358,19.25535476629519,2597.713594360352,2607.0659458287664
Q2835,49.2766563043211,1.4819450885385377,1.2318912956472623,449.6391204833984,483.853580261765
